,total_passes,successful_passes,pass_completion_pct,passes_into_final_third,progressive_carries,total_pressured_receipts,successful_pressured_receipts,pressure_receipt_pct,total_pressures,final_third_pressures,counterpressures,high_ball_recoveries,avg_defensive_distance,successful_long_passes,total_pass_distance,total_forward_distance,pass_directness_ratio,explosive_carries,total_shots,total_xg,avg_shot_quality,touches_in_box,aerial_duels_won,avg_receipt_distance_from_goal,minutes_played,total_passes_per90,successful_passes_per90,passes_into_final_third_per90,progressive_carries_per90,total_pressured_receipts_per90,successful_pressured_receipts_per90,total_pressures_per90,final_third_pressures_per90,counterpressures_per90,high_ball_recoveries_per90,successful_long_passes_per90,total_pass_distance_per90,total_forward_distance_per90,explosive_carries_per90,total_shots_per90,total_xg_per90,touches_in_box_per90,aerial_duels_won_per90,team_name,primary_position,competition,season
Costel Fane Pantilimon,560.0,281.0,0.5017857142857143,22.0,24.0,13.0,13.0,1.0,2.655473885630631,0.0,0.0,0.0,0.0,173.0,29744.736790000876,27230.3,0.9154661610303393,20.0,0.0,0.0,0.0,0.0,0.0,110.15850259522804,1599,31.51969981238274,15.816135084427767,1.2382739212007505,1.3508442776735459,0.7317073170731708,0.7317073170731708,0.14946382095481975,0.0,0.0,0.0,9.737335834896811,1674.1878118199368,1532.6622889305816,1.125703564727955,0.0,0.0,0.0,0.0,Sunderland,Goalkeeper,Premier League,2015/2016
Craig Cathcart,1050.0,749.0,0.7133333333333334,72.0,41.0,23.0,23.0,1.0,129.7238709851718,5.183792004871652,31.069811546429122,10.456786303248675,26.647008547008546,197.0,29045.614278508343,17928.5,0.6172532564844323,38.0,6.0,0.5523564986,0.09205941643333333,29.0,91.0,78.7199298157679,3176,29.754408060453404,21.224811083123427,2.040302267002519,1.1618387909319898,0.6517632241813602,0.6517632241813602,3.67605427854706,0.1468958691556828,0.8804417629655608,0.2963195111122106,5.582493702770781,823.0810091516847,508.0494332493703,1.0768261964735517,0.17002518891687657,0.015652419670654914,0.8217884130982367,2.5787153652392947,Watford,Right Center Back,Premier League,2015/2016
Craig Dawson,1658.0,1049.0,0.6326899879372738,129.0,34.0,55.0,54.0,0.9818181818181818,254.3844731637366,38.56987965780746,39.754727887164044,27.96967490636185,36.38238213399504,152.0,37256.30873251076,23041.6,0.6184616990757685,37.0,38.0,3.4319955753999998,0.0903156730368421,124.0,158.0,59.32982649035214,3538,42.17637083097795,26.684567552289426,3.2815149802148103,0.864895421141888,1.399095534200113,1.3736574335782927,6.471057824967862,0.9811444797068037,1.011284768186762,0.7114954046276332,3.8665912945166765,947.7297303352088,586.1345392877332,0.9412097230073487,0.9666478236291691,0.08730344878066704,3.1543244771057095,4.019219898247598,West Bromwich Albion,Right Back,Premier League,2015/2016
Craig Gardner,745.0,420.0,0.5637583892617449,52.0,30.0,76.0,73.0,0.9605263157894737,290.27359135914685,82.37255168191483,63.68760064959645,28.56390834693156,52.08218390804597,73.0,16661.376999530887,8545.5,0.5128927819255639,31.0,50.0,3.892689569,0.07785379138,115.0,53.0,51.482439451630604,2133,31.434599156118146,17.72151898734177,2.1940928270042193,1.2658227848101264,3.2067510548523206,3.080168776371308,12.247830859035732,3.4756350920639165,2.687240533738247,1.2052282002924708,3.080168776371308,703.0116877439193,360.56962025316454,1.3080168776371308,2.109704641350211,0.16424850502109706,4.852320675105485,2.236286919831224,West Bromwich Albion,Left Midfield,Premier League,2015/2016
Cédric Ricardo Alves Soares,1155.0,771.0,0.6675324675324675,101.0,50.0,67.0,64.0,0.9552238805970149,351.50749478166887,54.22293940161077,58.550332126344,36.03760069012186,33.68366336633664,118.0,24865.948220404745,13617.6,0.54764048727591,60.0,10.0,0.294186632,0.0294186632,40.0,31.0,59.421311290637895,2039,50.980872976949485,34.03138793526238,4.45806768023541,2.2069641981363413,2.9573320255026974,2.824914173614517,15.515289127194801,2.393361719541427,2.584369735836665,1.5906738901966493,5.208435507601766,1097.565149502907,601.0711132908289,2.64835703776361,0.4413928396272683,0.012985187287886219,1.765571358509073,1.3683178028445315,Southampton,Right Back,Premier League,2015/2016
César Azpilicueta Tanco,2198.0,1782.0,0.8107370336669699,156.0,91.0,80.0,77.0,0.9625,764.6302469738338,94.11207424752102,140.6583275652177,65.23105196435769,34.10054945054945,182.0,41533.623744454366,21534.2,0.5184763104826672,59.0,11.0,1.5438206625000002,0.14034733295454546,68.0,72.0,65.43859938459386,3351,59.03312444046553,47.86034019695614,4.189794091316025,2.444046553267681,2.1486123545210383,2.0680393912265,20.536174941105653,2.5276295679728116,3.7777527546611736,1.751953051862785,4.888093106535362,1115.4957138170375,578.3581020590868,1.584601611459266,0.2954341987466428,0.04146340185765444,1.8263205013428827,1.9337511190689347,Chelsea,Left Back,Premier League,2015/2016
Daley Blind,2215.0,1786.0,0.8063205417607223,182.0,221.0,59.0,59.0,1.0,699.9152615564295,41.688792306739266,141.0806627202778,52.7214925796277,31.32630208333333,393.0,54939.38005716528,28733.0,0.5229946164318356,178.0,4.0,0.1103781186,0.02759452965,19.0,48.0,78.65954718236084,3237,61.584800741427244,49.657089898053755,5.0602409638554215,6.144578313253012,1.640407784986098,1.640407784986098,19.460109218436408,1.159095244858367,3.9225392785990114,1.465843167181493,10.92678405931418,1527.508249967524,798.8785912882298,4.94902687673772,0.11121408711770157,0.0030689004244670993,0.5282669138090824,1.3345690454124188,Manchester United,Left Center Back,Premier League,2015/2016
Dame N''Doye,194.0,130.0,0.6701030927835051,9.0,23.0,46.0,44.0,0.9565217391304348,85.937656491201,32.533140250170874,21.232977664119954,21.91935940236201,60.96493506493507,15.0,3430.349231115955,1291.1,0.376375672858236,23.0,11.0,0.7051310829999999,0.06410282572727272,69.0,31.0,46.57873572251841,615,28.390243902439025,19.02439024390244,1.3170731707317074,3.3658536585365852,6.7317073170731705,6.439024390243903,12.576242413346488,4.760947353683543,3.1072650240175546,3.2077111320529768,2.1951219512195124,502.00232650477386,188.94146341463411,3.3658536585365852,1.6097560975609757,0.10318991458536585,10.097560975609756,4.536585365853659,Sunderland,Right Midfield,Premier League,2015/2016
Damien Delaney,1072.0,785.0,0.7322761194029851,70.0,42.0,14.0,14.0,1.0,187.5625604173533,2.1231529077066877,22.10250954731571,12.913425346210738,27.277044854881268,193.0,30508.533185563483,19844.4,0.6504540837574679,33.0,21.0,2.492365992,0.11868409485714285,82.0,132.0,81.91719955802763,3006,32.09580838323353,23.50299401197605,2.0958083832335332,1.2574850299401197,0.41916167664670656,0.41916167664670656,5.615645521477644,0.06356745232654754,0.6617517828537638,0.38662950138355506,5.778443113772456,913.4291372923199,594.1437125748504,0.9880239520958084,0.6287425149700598,0.07462173628742515,2.4550898203592815,3.9520958083832336,Crystal Palace,Left Center Back,Premier League,2015/2016
Dan Gosling,1230.0,1029.0,0.8365853658536585,106.0,107.0,141.0,140.0,0.9929078014184397,686.4315799344878,132.08169663919543,162.81502913115403,76.30654797894493,49.80277777777778,98.0,21084.89794684569,8165.5,0.38726770319614295,103.0,40.0,3.0795959647,0.07698989911750001,119.0,41.0,57.48522524998936,2562,43.20843091334894,36.14754098360656,3.723653395784543,3.758782201405152,4.953161592505855,4.918032786885246,24.11352154336608,4.639872247278528,5.719497510462085,2.680557891532023,3.4426229508196724,740.6872815051178,286.844262295082,3.618266978922717,1.405152224824356,0.10818252803395785,4.180327868852459,1.440281030444965,AFC Bournemouth,Right Center Midfield,Premier League,2015/2016
Daniel Andre Sturridge,327.0,250.0,0.764525993883792,19.0,26.0,62.0,61.0,0.9838709677419355,115.30828813792652,52.98139058481904,29.11825790805155,28.344921686786407,71.55,28.0,5154.663762465321,1813.5,0.35181732186012793,30.0,48.0,5.1249343953999995,0.10676946657083332,190.0,7.0,41.12704643907098,1020,28.85294117647059,22.058823529411764,1.6764705882352942,2.2941176470588234,5.470588235294118,5.382352941176471,10.17426071805234,4.674828581013445,2.569258050710431,2.501022501775271,2.4705882352941178,454.8232731587048,160.01470588235293,2.6470588235294117,4.235294117647059,0.4522000937117647,16.764705882352942,0.6176470588235294,Liverpool,Center Forward,Premier League,2015/2016
Daniel Nii Tackie Mensah Welbeck,145.0,118.0,0.8137931034482758,7.0,24.0,23.0,21.0,0.9130434782608695,140.49209718960583,68.69581409354632,42.2285925725215,23.326733330255887,58.521818181818176,5.0,2084.155233941657,612.6,0.29393204019713093,27.0,20.0,3.023731793,0.15118658965,127.0,8.0,40.06635186450122,594,21.96969696969697,17.87878787878788,1.0606060606060606,3.6363636363636367,3.4848484848484844,3.1818181818181817,21.28668139236452,10.40845668084035,6.398271601897197,3.5343535348872557,0.7575757575757576,315.7810960517662,92.81818181818183,4.090909090909091,3.0303030303030303,0.45814118075757576,19.242424242424242,1.2121212121212122,Arsenal,Center Forward,Premier League,2015/2016
Daniel William John Ings,81.0,59.0,0.7283950617283951,7.0,7.0,11.0,11.0,1.0,49.59467005793018,21.740519449231137,15.464851029814525,9.009086300167741,60.88,5.0,1385.0703224249976,614.2,0.44344318844739333,10.0,10.0,1.359236949,0.1359236949,43.0,3.0,40.807697157664556,358,20.363128491620113,14.83240223463687,1.7597765363128492,1.7597765363128492,2.76536312849162,2.76536312849162,12.467933813446136,5.465493716287157,3.8878117114058863,2.2648540978075324,1.2569832402234635,348.2020363638262,154.40782122905028,2.513966480446927,2.513966480446927,0.341707612877095,10.810055865921788,0.7541899441340782,Liverpool,Left Wing,Premier League,2015/2016
Danny Drinkwater,2033.0,1556.0,0.765371372356124,242.0,90.0,185.0,180.0,0.972972972972973,528.3145434338306,72.55696200412831,140.5719106311901,107.92220625875372,43.260966542750936,223.0,42665.922664736274,22703.5,0.532122560161218,84.0,42.0,1.7761880455,0.042290191559523814,87.0,54.0,60.308792025749256,3161,57.883581145207216,44.302435937994304,6.890224612464411,2.56248022777602,5.267320468206264,5.12496045555204,15.042173017730072,2.065842005811942,4.002363795256914,3.0727613297335763,6.349256564378362,1214.7842580911943,646.4141094590319,2.391648212590952,1.195824106295476,0.05057163052673205,2.4770642201834865,1.5374881366656123,Leicester City,Left Center Midfield,Premier League,2015/2016
Danny Graham,86.0,50.0,0.5813953488372093,4.0,0.0,16.0,16.0,1.0,25.31657434969706,5.812926720707387,4.903270505943202,1.2923648075528706,57.34705882352941,5.0,1419.030918386003,638.1999999999999,0.44974354803057054,0.0,4.0,0.5011478739999999,0.12528696849999998,39.0,23.0,46.2320679029358,381,20.31496062992126,11.811023622047244,0.9448818897637795,0.0,3.779527559055118,3.779527559055118,5.980293153471746,1.3731322962300916,1.158252875419654,0.3052830254061899,1.1811023622047243,335.2041539494495,150.75590551181102,0.0,0.9448818897637795,0.11838138755905511,9.21259842519685,5.433070866141732,Sunderland,Center Forward,Premier League,2015/2016
Danny Rose,1433.0,1077.0,0.7515701325889742,93.0,99.0,74.0,72.0,0.972972972972973,381.5319250145187,51.91841457769908,91.45927229003647,70.21888787514223,35.876555023923444,138.0,29277.748319993727,14520.0,0.4959397779263071,103.0,26.0,0.8995505093,0.03459809651153846,80.0,33.0,63.36525655512528,2205,58.48979591836734,43.95918367346939,3.7959183673469385,4.040816326530612,3.0204081632653064,2.938775510204082,15.572731633245661,2.119118962355065,3.733031522042305,2.8660770561282547,5.632653061224491,1195.010135509948,592.6530612244898,4.204081632653061,1.0612244897959184,0.03671634731836735,3.2653061224489797,1.346938775510204,Tottenham Hotspur,Left Back,Premier League,2015/2016
Danny Simpson,1203.0,850.0,0.7065669160432253,75.0,15.0,65.0,65.0,1.0,228.11499195316676,31.041295075999983,45.015924174390115,39.15648111832734,32.646483180428135,93.0,23344.360703128787,13789.7,0.5907079733458626,17.0,7.0,0.830563433,0.11865191900000001,18.0,78.0,67.47407996624365,2753,39.32800581184163,27.78786778060298,2.451870686523792,0.4903741373047585,2.1249545949872863,2.1249545949872863,7.457446159021071,1.0147898862477291,1.4716429987995316,1.2800883765526556,3.0403196512895025,763.1647160485255,450.80748274609516,0.5557573556120596,0.22884126407555394,0.02715245512895024,0.5884489647657102,2.5499455139847442,Leicester City,Right Back,Premier League,2015/2016
Darren Fletcher,1516.0,1151.0,0.7592348284960422,172.0,96.0,100.0,95.0,0.95,299.33948092559785,61.556543001795376,73.20839511304247,87.77427290051048,48.57065868263473,209.0,33421.50657286708,16580.9,0.496114678847573,123.0,23.0,1.839551207,0.07998048726086956,79.0,49.0,58.79527646893304,3523,38.72835651433437,29.403917116094238,4.393982401362475,2.452455293783707,2.554640931024695,2.42690888447346,7.647048902442181,1.572548643247682,1.8702116265040654,2.2423175024257573,5.339199545841612,853.7994866755713,423.58245813227364,3.142208345160374,0.5875674141356798,0.046993928081180816,2.018166335509509,1.2517740562021005,West Bromwich Albion,Right Center Midfield,Premier League,2015/2016
Darren Randolph,192.0,104.0,0.5416666666666666,24.0,8.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,2.8,71.0,11178.600770332469,10333.7,0.9244180208515185,5.0,1.0,0.050556086,0.050556086,2.0,0.0,108.67089589248249,571,30.262697022767075,16.392294220665498,3.7828371278458843,1.2609457092819616,0.9457092819614711,0.9457092819614711,0.0,0.0,0.0,0.0,11.190893169877407,1761.9510846408443,1628.7793345008756,0.7880910683012259,0.1576182136602452,0.007968559964973731,0.3152364273204904,0.0,West Ham United,Goalkeeper,Premier League,2015/2016
Daryl Janmaat,1731.0,1264.0,0.7302137492778741,115.0,120.0,84.0,78.0,0.9285714285714286,361.51640216518473,76.9869209744442,96.89519402484464,52.132311167583275,30.292962962962964,159.0,34582.22963733877,17423.3,0.5038223440974404,111.0,21.0,1.2038169734,0.05732461778095238,53.0,40.0,61.44588334658403,2919,53.37101747173689,38.972250770811925,3.5457348406988696,3.699897225077081,2.589928057553957,2.4049331963001026,11.146446109923476,2.373697460671455,2.9875188291319006,1.6073682785483026,4.902363823227132,1066.255795601401,537.2034943473792,3.4224049331963,0.6474820143884893,0.03711665899486125,1.6341212744090443,1.2332990750256938,Newcastle United,Right Back,Premier League,2015/2016
David Josué Jiménez Silva,1488.0,1226.0,0.8239247311827957,127.0,134.0,146.0,145.0,0.9931506849315068,404.7939961182961,125.47251936745171,112.61442871467942,106.30936401827691,57.033720930232555,123.0,25567.31354836805,9637.4,0.3769422228020961,130.0,29.0,2.83500895,0.09775892931034483,227.0,13.0,50.05179843470489,1831,73.1403604587657,60.26215182960131,6.242490442381213,6.586564718732933,7.176406335335883,7.127252867285636,19.897028755131977,6.167409471911881,5.535389723823674,5.2254739277143205,6.045876570180229,1256.7221296303246,473.7116329874386,6.38995084653195,1.4254505734571274,0.13935052184598581,11.157837247405789,0.638995084653195,Manchester City,Center Attacking Midfield,Premier League,2015/2016
David Ospina Ramírez,127.0,74.0,0.5826771653543307,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,6478.340965627743,5748.9,0.8874031222657233,6.0,0.0,0.0,0.0,0.0,0.0,110.5316679862876,375,30.48,17.76,1.44,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,11.52,1554.8018317506585,1379.7359999999999,1.44,0.0,0.0,0.0,0.0,Arsenal,Goalkeeper,Premier League,2015/2016
David de Gea Quintana,956.0,596.0,0.6234309623430963,18.0,24.0,45.0,45.0,1.0,1.3299039856231905,0.0,0.0,0.0,2.65,334.0,46449.81928825897,39379.4,0.8477837073082835,15.0,0.0,0.0,0.0,0.0,0.0,112.80826827911574,3190,26.9717868338558,16.815047021943574,0.5078369905956113,0.677115987460815,1.2695924764890283,1.2695924764890283,0.037520802102221675,0.0,0.0,0.0,9.423197492163009,1310.4964689477454,1111.0175548589343,0.42319749216300945,0.0,0.0,0.0,0.0,Manchester United,Goalkeeper,Premier League,2015/2016
DeAndre Yedlin,797.0,522.0,0.6549560853199499,53.0,66.0,17.0,17.0,1.0,235.72331199790327,38.60940932516224,50.437922670938626,17.574011397267114,31.77640449438202,67.0,17140.43645875421,9921.8,0.5788534045720052,63.0,4.0,0.46109487899999996,0.11527371974999999,26.0,35.0,61.85439978946234,1897,37.81233526620981,24.765419082762257,2.514496573537164,3.1312598840274113,0.8065366367949394,0.8065366367949394,11.183499251350181,1.8317590085738542,2.3929430892907098,0.8337696498439854,3.1787032156035844,813.199410272999,470.72324723247226,2.988929889298893,0.18977332630469163,0.021875877232472325,1.2335266209804956,1.6605166051660516,Sunderland,Right Back,Premier League,2015/2016
Declan Rudd,334.0,149.0,0.44610778443113774,15.0,9.0,12.0,12.0,1.0,3.5231540458451436,0.0,1.0965096146432936,0.0,0.0,99.0,18641.74975826254,16882.2,0.9056124140126568,13.0,0.0,0.0,0.0,0.0,0.0,111.25262282687079,1034,29.0715667311412,12.969052224371373,1.3056092843326885,0.7833655705996132,1.0444874274661509,1.0444874274661509,0.30665750882597964,0.0,0.09544087554922284,0.0,8.617021276595745,1622.5894373729484,1469.4371373307545,1.1315280464216635,0.0,0.0,0.0,0.0,Norwich City,Goalkeeper,Premier League,2015/2016
Dejan Lovren,1078.0,917.0,0.8506493506493507,59.0,69.0,26.0,26.0,1.0,258.1270809808883,14.001133084636471,58.92261736438486,19.73023318084584,25.040384615384614,166.0,25170.36385680677,12735.0,0.50595216153604,66.0,22.0,1.504936694,0.06840621336363636,44.0,113.0,78.77904398395688,1986,48.85196374622357,41.5558912386707,2.673716012084592,3.1268882175226587,1.178247734138973,1.178247734138973,11.697601857139954,0.6344924358596588,2.67020924612016,0.8941193284371226,7.522658610271904,1140.650930066772,577.1148036253777,2.990936555891239,0.9969788519637462,0.06819954806646525,1.9939577039274925,5.120845921450151,Liverpool,Left Center Back,Premier League,2015/2016
Diafra Sakho,360.0,227.0,0.6305555555555555,16.0,47.0,113.0,111.0,0.9823008849557522,231.12216156123242,95.53671207392807,54.759699022683364,36.89514469394863,70.05614973262033,18.0,5517.054471260621,2201.9,0.39910789561170973,49.0,46.0,7.352103891,0.15982834545652172,254.0,77.0,41.93505742358808,1567,20.676451818761965,13.037651563497127,0.9189534141671986,2.6994256541161454,6.490108487555839,6.37523931078494,13.274406216024834,5.487111733665301,3.145100773478942,2.119057448918556,1.0338225909380983,316.8697526569597,126.46522016592215,2.8142948308870452,2.6419910657306955,0.4222650607466496,14.588385449904274,4.422463305679642,West Ham United,Center Forward,Premier League,2015/2016
Diego da Silva Costa,818.0,642.0,0.784841075794621,32.0,107.0,253.0,248.0,0.9802371541501976,423.07473457821993,204.01575645806724,100.95826462484281,70.00989748401445,68.80473684210526,38.0,11200.569195234702,2598.5,0.23199713824414703,113.0,70.0,11.809203979000001,0.1687029139857143,533.0,61.0,40.96372640591996,2468,29.829821717990274,23.411669367909237,1.1669367909238249,3.9019448946515394,9.22609400324149,9.043760129659644,15.428171034051779,7.43979662934605,3.681622291829762,2.5530351594656806,1.385737439222042,408.44863353773223,94.75891410048622,4.120745542949757,2.552674230145867,0.4306435810818477,19.436790923824958,2.2244732576985413,Chelsea,Center Forward,Premier League,2015/2016
Dieumerci Mbokani Bezua,472.0,329.0,0.6970338983050848,29.0,31.0,118.0,115.0,0.9745762711864406,145.78882657600005,66.86411346232222,39.80192088083987,54.456306938792814,71.21115879828326,9.0,6558.402903412228,2524.9,0.3849870215637921,34.0,37.0,6.0242896550000005,0.16281863932432433,273.0,135.0,42.33643145101485,1697,25.032410135533297,17.448438420742487,1.538008249852681,1.6440777843252798,6.258102533883324,6.098998232174425,7.731876483111376,3.5461226939357693,2.1108856094729456,2.88807756304735,0.47731290512669416,347.8233714243374,133.90748379493223,1.803182086034178,1.9622863877430758,0.31949679961697114,14.478491455509722,7.159693576900413,Norwich City,Center Forward,Premier League,2015/2016
Dimitri Payet,1572.0,1103.0,0.7016539440203562,102.0,183.0,155.0,150.0,0.967741935483871,276.21490372602466,90.1091074097369,74.82706586023197,103.25280569455538,50.7231884057971,193.0,33800.90118079907,11697.6,0.34607361316877955,181.0,69.0,5.0674303673,0.07344101981594203,136.0,4.0,53.0802983915439,2677,52.850205453866266,37.082555098991406,3.4292118042584985,6.152409413522601,5.211057153530071,5.042958535674263,9.286268709504004,3.0294432823594772,2.5156652698621134,3.4713307853978272,6.488606649234218,1136.3769541546194,393.27007844602167,6.085169966380276,2.3197609264101606,0.17036560816473664,4.572282405677997,0.134478894284647,West Ham United,Left Wing,Premier League,2015/2016
Divock Okoth Origi,173.0,120.0,0.6936416184971098,2.0,44.0,53.0,53.0,1.0,172.147156782324,64.58639687877579,36.83037686509341,29.242522080466834,74.30384615384615,1.0,2140.5717630864324,527.0999999999999,0.24624262035484795,44.0,24.0,2.3073988329,0.0961416180375,128.0,7.0,44.301196522950214,715,21.776223776223777,15.104895104895105,0.2517482517482518,5.538461538461538,6.671328671328672,6.671328671328672,21.668872881691133,8.129756250475273,4.635991493508262,3.6808769052335877,0.1258741258741259,269.44259954934114,66.34825174825173,5.538461538461538,3.020979020979021,0.29044181113426576,16.111888111888113,0.8811188811188811,Liverpool,Center Forward,Premier League,2015/2016
Duncan Watmore,174.0,113.0,0.6494252873563219,11.0,70.0,49.0,48.0,0.9795918367346939,94.54527265799226,48.05408969934413,20.642849552550622,23.24154684285724,63.36600000000001,10.0,2421.095524779401,813.9,0.336170131112096,64.0,17.0,1.994844704,0.11734380611764705,118.0,8.0,43.51167297816884,1000,15.659999999999998,10.17,0.99,6.300000000000001,4.41,4.32,8.509074539219304,4.324868072940972,1.857856459729556,2.0917392158571517,0.9,217.8985972301461,73.25099999999999,5.76,1.53,0.17953602335999996,10.62,0.72,Sunderland,Right Wing,Premier League,2015/2016
Dušan Tadić,1104.0,712.0,0.644927536231884,55.0,103.0,181.0,177.0,0.9779005524861878,371.6331474206946,119.04981594659083,88.80177360868184,105.22593449599967,57.10531914893617,88.0,21096.27425400113,9173.5,0.43483981529393273,74.0,56.0,6.7828756519999995,0.12112277949999999,266.0,17.0,46.12461127889272,2339,42.47969217614365,27.396323215049165,2.116289012398461,3.9632321504916628,6.964514749893117,6.810602821718684,14.299693573263152,4.580796680287804,3.4169130503554364,4.048881618058987,3.3860624198375375,811.7420619324932,352.97776827704143,2.84737067122702,2.154766994442069,0.26099136754168445,10.23514322359983,0.6541256947413425,Southampton,Left Wing,Premier League,2015/2016
Dwight Gayle,154.0,104.0,0.6753246753246753,6.0,14.0,37.0,37.0,1.0,146.2459304299849,67.44411840816683,34.71051204710993,21.467542839986706,77.84177215189874,7.0,2550.665866045296,892.4,0.3498694250312096,14.0,22.0,3.10514001,0.14114272772727274,108.0,30.0,41.22570030168915,863,16.06025492468134,10.845886442641946,0.6257242178447276,1.4600231749710313,3.858632676709154,3.858632676709154,15.251603405212792,7.033569706529565,3.6198680002779766,2.2387935754331445,0.7300115874855156,266.0022340024063,93.06604866743916,1.4600231749710313,2.2943221320973346,0.32382688400926996,11.263035921205098,3.1286210892236386,Crystal Palace,Center Forward,Premier League,2015/2016
Eden Hazard,1476.0,1248.0,0.8455284552845529,115.0,263.0,221.0,211.0,0.9547511312217195,263.406713356669,85.92261881327484,66.80972566379212,115.24754090010062,56.39090909090909,126.0,24474.171972560842,7916.4,0.32345935988663693,277.0,36.0,2.394681989,0.06651894413888888,262.0,16.0,49.472196645284235,2302,57.706342311033886,48.79235447437011,4.496090356211989,10.28236316246742,8.64031277150304,8.249348392701998,10.298264205951437,3.3592683289290775,2.612022289201256,4.505768323635559,4.926151172893136,956.8529441922136,309.50304083405734,10.82971329278888,1.4074717636837533,0.09362353562554301,10.243266724587315,0.6255430060816681,Chelsea,Left Wing,Premier League,2015/2016
Eliaquim Mangala,1011.0,894.0,0.884272997032641,23.0,27.0,27.0,25.0,0.9259259259259259,309.63721821077394,17.81844572444666,66.6404617820194,30.88237691202082,28.979385964912282,135.0,21185.54804006877,8562.5,0.40416702857086934,39.0,6.0,0.7870409979999999,0.13117349966666667,33.0,58.0,75.65985087183304,2083,43.68218915026404,38.6269803168507,0.9937590014402303,1.1665866538646184,1.1665866538646184,1.0801728276524243,13.378468381646497,0.7698800361018721,2.879328641565889,1.3343321757474191,5.832933269323092,915.3621332722944,369.95919347095537,1.6850696111377819,0.25924147863658187,0.034005612011521844,1.4258281325012,2.5060009601536244,Manchester City,Left Center Back,Premier League,2015/2016
Emmanuel Adebayor,240.0,181.0,0.7541666666666667,10.0,18.0,78.0,77.0,0.9871794871794872,97.6754380575885,35.04140884609059,28.63317663515657,14.642606331325279,74.82982456140351,11.0,3488.259634758475,779.1999999999999,0.2233778679303931,27.0,12.0,2.139792485,0.17831604041666668,129.0,28.0,44.45685146655318,649,33.281972265023114,25.10015408320493,1.386748844375963,2.4961479198767336,10.816640986132512,10.677966101694915,13.54513008502768,4.859363322262177,3.97070246096162,2.0305617408617493,1.5254237288135593,483.7340017384634,108.05546995377503,3.7442218798151004,1.6640986132511557,0.29673547557781205,17.88906009244992,3.882896764252697,Crystal Palace,Center Forward,Premier League,2015/2016
Emmanuel Emenike,153.0,112.0,0.7320261437908496,6.0,18.0,30.0,29.0,0.9666666666666667,80.49641435121234,43.21793876031496,18.512065301426,25.520029736565863,65.48148148148148,3.0,1902.5804174645439,558.5999999999999,0.29360125589036234,24.0,12.0,1.810002222,0.1508335185,94.0,21.0,40.41670104858944,554,24.855595667870034,18.19494584837545,0.9747292418772563,2.9241877256317688,4.873646209386282,4.7111913357400725,13.077034822399115,7.020964780556581,3.0073752294735376,4.145853206301314,0.48736462093862815,309.08346132095477,90.74729241877256,3.898916967509025,1.9494584837545126,0.2940436822743682,15.270758122743683,3.4115523465703967,West Ham United,Center Forward,Premier League,2015/2016
Emre Can,1782.0,1456.0,0.8170594837261503,135.0,185.0,114.0,110.0,0.9649122807017544,681.1294708174609,89.41039926603163,172.5930684823208,109.61953049657015,47.61776859504132,202.0,35813.445717370654,14268.4,0.3984090252750903,185.0,31.0,2.114136559,0.06819795351612903,118.0,61.0,62.31341771431338,2599,61.70834936514044,50.41939207387457,4.674874951904578,6.406310119276646,3.947672181608311,3.8091573682185453,23.586630386137546,3.0961661923596946,5.976674168298912,3.7959822026515253,6.994998076183148,1240.1731875965213,494.09619084263176,6.406310119276646,1.073489803770681,0.07320980773759138,4.0861869949980765,2.112350904193921,Liverpool,Left Center Midfield,Premier League,2015/2016
Enner Remberto Valencia Lastra,259.0,191.0,0.7374517374517374,13.0,49.0,63.0,61.0,0.9682539682539683,204.86709413021566,60.20060883905159,39.14743468150854,26.67117405778994,59.14579439252337,10.0,3881.0984098980066,1209.1,0.3115355170887755,50.0,33.0,3.6387039443,0.11026375588787879,109.0,26.0,46.226775014455264,1070,21.785046728971963,16.065420560747665,1.0934579439252337,4.121495327102804,5.299065420560748,5.130841121495327,17.231811655812532,5.063602612630508,3.2927748797530554,2.2433697805617707,0.8411214953271028,326.4475298045052,101.69999999999999,4.205607476635514,2.7757009345794392,0.3060592102682243,9.16822429906542,2.1869158878504673,West Ham United,Center Forward,Premier League,2015/2016
Eric Dier,2111.0,1766.0,0.8365703458076741,224.0,112.0,96.0,94.0,0.9791666666666666,759.0331718066142,62.45884485365982,167.52117636569798,78.37836316862743,42.96739811912226,283.0,45028.58399093454,20028.5,0.44479524392844055,120.0,30.0,2.058710326,0.06862367753333333,49.0,106.0,66.65001815711146,3383,56.160212828850135,46.98196866686373,5.959207803724505,2.9796039018622524,2.5539462015962164,2.500738989062962,20.193019646052402,1.661630516355124,4.456667417355252,2.0851471135608834,7.528820573455513,1197.9227192385777,532.830328111144,3.19243275199527,0.7981081879988176,0.054769118929943836,1.3035767070647355,2.8199822642624888,Tottenham Hotspur,Right Defensive Midfield,Premier League,2015/2016
