,total_passes,successful_passes,pass_completion_pct,passes_into_final_third,progressive_carries,total_pressured_receipts,successful_pressured_receipts,pressure_receipt_pct,total_pressures,final_third_pressures,counterpressures,high_ball_recoveries,avg_defensive_distance,successful_long_passes,total_pass_distance,total_forward_distance,pass_directness_ratio,explosive_carries,total_shots,total_xg,avg_shot_quality,touches_in_box,aerial_duels_won,avg_receipt_distance_from_goal,minutes_played,total_passes_per90,successful_passes_per90,passes_into_final_third_per90,progressive_carries_per90,total_pressured_receipts_per90,successful_pressured_receipts_per90,total_pressures_per90,final_third_pressures_per90,counterpressures_per90,high_ball_recoveries_per90,successful_long_passes_per90,total_pass_distance_per90,total_forward_distance_per90,explosive_carries_per90,total_shots_per90,total_xg_per90,touches_in_box_per90,aerial_duels_won_per90,team_name,primary_position,competition,season
Patrick Ebert,272.0,189.0,0.6948529411764706,16.0,9.0,32.0,32.0,1.0,130.97633441292962,49.58854574028376,39.39807430353221,21.216250777930984,45.37826086956522,12.0,4861.739705538341,1323.3,0.2721865176147827,17.0,10.0,1.1639035636000001,0.11639035636000002,27.0,8.0,52.59566947464113,585,41.84615384615385,29.07692307692308,2.4615384615384617,1.3846153846153846,4.923076923076923,4.923076923076923,20.150205294296864,7.629007036966732,6.0612422005434174,3.2640385812201513,1.8461538461538463,747.9599546982063,203.58461538461538,2.6153846153846154,1.5384615384615385,0.17906208670769236,4.153846153846154,1.2307692307692308,Rayo Vallecano,Center Attacking Midfield,La Liga,2015/2016
Pau López Sabata,979.0,541.0,0.5526046986721144,34.0,64.0,18.0,18.0,1.0,3.0973982313669,0.0,0.0,0.0,22.2,316.0,49565.72523364951,43585.0,0.8793374815871902,40.0,0.0,0.0,0.0,0.0,0.0,107.79697039323244,3306,26.65154264972777,14.72776769509982,0.925589836660617,1.7422867513611617,0.4900181488203267,0.4900181488203267,0.08432118597187568,0.0,0.0,0.0,8.602540834845735,1349.3391624405492,1186.524500907441,1.0889292196007259,0.0,0.0,0.0,0.0,Espanyol,Goalkeeper,La Liga,2015/2016
Pedro Bigas Rigo,1284.0,1074.0,0.8364485981308412,28.0,107.0,30.0,30.0,1.0,259.38481209721215,5.513511224460692,62.293341137796254,13.037474513712505,24.737386018237082,174.0,28803.70792810341,13079.4,0.45408737071794136,104.0,15.0,1.077753425,0.07185022833333334,42.0,72.0,81.41054204458025,2433,47.49691738594328,39.72872996300863,1.0357583230579532,3.958076448828607,1.1097410604192355,1.1097410604192355,9.594999214446812,0.20395232642887887,2.3043159483771736,0.48227402640120237,6.436498150431566,1065.4885793379806,483.82490752157827,3.847102342786683,0.5548705302096177,0.03986757429099877,1.5536374845869296,2.6633785450061653,Las Palmas,Left Center Back,La Liga,2015/2016
Pedro León Sánchez Gil,764.0,454.0,0.5942408376963351,42.0,108.0,86.0,82.0,0.9534883720930233,332.30379522962045,85.32553252837278,81.1349600517101,49.26288727478055,54.05233644859813,61.0,15519.168193395648,5707.099999999999,0.3677452250584357,97.0,44.0,3.4567753991,0.07856307725227273,138.0,38.0,52.91809693451803,1879,36.59393294305482,21.745609366684405,2.011708355508249,5.172964342735497,4.1192123469930815,3.927621075039915,15.916626700726898,4.0869068267980575,3.886187549044124,2.3595848082651676,2.9217668972857904,743.3342934569497,273.3576370409792,4.64608834486429,2.1075039914848324,0.165571998892496,6.609898882384248,1.8201170835550824,Getafe,Right Wing,La Liga,2015/2016
Pedro López Muñoz,707.0,550.0,0.7779349363507779,46.0,44.0,18.0,17.0,0.9444444444444444,180.64358839701194,22.87461688088339,33.17774311534123,28.202063105181853,33.25438596491228,75.0,14546.293678075906,6914.9,0.47537195061736576,37.0,6.0,0.363542408,0.06059040133333333,25.0,12.0,66.31759153793277,1338,47.5560538116592,36.99551569506726,3.0941704035874436,2.9596412556053813,1.2107623318385652,1.1434977578475336,12.150914017736229,1.5386513597006763,2.2316867566373024,1.8969997604382411,5.044843049327355,978.4502474042089,465.12780269058294,2.4887892376681613,0.40358744394618834,0.02445352520179372,1.6816143497757847,0.8071748878923767,Levante UD,Right Back,La Liga,2015/2016
Pedro Mosquera Parada,1942.0,1593.0,0.8202883625128733,193.0,100.0,64.0,61.0,0.953125,768.2056697832982,48.16219812215101,164.81095671306466,85.1423397820782,40.32575757575758,331.0,43663.69120052513,18411.3,0.4216615566340065,92.0,30.0,1.5453007234,0.05151002411333334,18.0,54.0,65.12454060137337,3390,51.557522123893804,42.292035398230084,5.123893805309734,2.6548672566371683,1.6991150442477876,1.6194690265486726,20.394840790707033,1.2786424280217081,4.37551212512561,2.260416100409156,8.787610619469026,1159.213040721906,488.7955752212389,2.4424778761061945,0.7964601769911505,0.04102568292212389,0.47787610619469023,1.4336283185840708,RC Deportivo La Coruña,Left Defensive Midfield,La Liga,2015/2016
Pedro Pablo Hernández,1495.0,1191.0,0.7966555183946489,157.0,95.0,118.0,115.0,0.9745762711864406,691.277344199404,97.95373656584285,179.2727276913362,93.37015768237994,51.498013245033114,162.0,29869.669169669658,12627.1,0.42273986793338325,116.0,27.0,1.7812194036,0.06597108902222222,121.0,147.0,57.37148412020983,2411,55.80671920364993,44.458730817088345,5.860638739112401,3.546246370800498,4.404811281625881,4.292824554126918,25.80462919035519,3.6565061347680867,6.692055367988494,3.4854061349706322,6.047283284944007,1115.0021672626583,471.35586893405224,4.3301534632932395,1.0078805474906678,0.06649097732227291,4.5167980091248445,5.487349647449191,Celta Vigo,Left Center Midfield,La Liga,2015/2016
Pedro Taunausú Domínguez Placeres,1150.0,952.0,0.8278260869565217,79.0,123.0,122.0,119.0,0.9754098360655737,650.7897485712156,126.61853386058306,198.60206458176293,69.71123571248324,56.31150442477876,61.0,18347.523063380795,6577.8,0.3585116082033117,112.0,31.0,2.806223571,0.090523341,169.0,8.0,55.49991853028011,2152,48.094795539033456,39.814126394052046,3.303903345724907,5.144052044609665,5.102230483271375,4.976765799256506,27.217043388201393,5.295384780414719,8.305848425817222,2.9154327203176074,2.5511152416356877,767.3220612008697,275.0938661710037,4.684014869888476,1.2964684014869887,0.11736065120353159,7.067843866171004,0.33457249070631967,Las Palmas,Center Attacking Midfield,La Liga,2015/2016
Petros Matheus dos Santos Araújo,1195.0,985.0,0.8242677824267782,64.0,92.0,71.0,68.0,0.9577464788732394,596.960804600755,49.6767203334888,104.61241733341612,56.257926607080975,43.00560747663552,88.0,21140.097878052944,8720.8,0.4125241070455823,91.0,9.0,0.842020379,0.0935578198888889,47.0,29.0,67.92821641906316,2455,43.80855397148676,36.109979633401224,2.346232179226069,3.3727087576374744,2.602851323828921,2.4928716904276986,21.884510148296513,1.8211424969507097,3.8350784358482484,2.0624087147198726,3.2260692464358454,774.9934048980713,319.70346232179224,3.336048879837067,0.329938900203666,0.030868364199592668,1.7230142566191444,1.0631364562118126,Real Betis,Right Defensive Midfield,La Liga,2015/2016
Rachid Aït-Atmane,511.0,384.0,0.7514677103718199,43.0,39.0,38.0,38.0,1.0,160.8507566366079,14.729773028648077,28.05615521980347,35.80545323448587,48.36,51.0,10568.679700835846,4580.7,0.433422161486995,47.0,6.0,0.359132734,0.05985545566666667,10.0,12.0,61.85271087595995,1107,41.54471544715447,31.21951219512195,3.495934959349593,3.170731707317073,3.089430894308943,3.089430894308943,13.077297287529097,1.1975425226543153,2.2809882292523147,2.911012458088282,4.146341463414634,859.2422521004753,372.4146341463415,3.821138211382114,0.4878048780487805,0.02919778325203252,0.8130081300813008,0.975609756097561,Sporting Gijón,Left Defensive Midfield,La Liga,2015/2016
Raphaël Varane,1258.0,1112.0,0.8839427662957074,33.0,39.0,20.0,19.0,0.95,229.06090387513873,8.556930121817354,35.720730321332155,19.150295362223844,26.52268907563025,263.0,29789.80042634411,12629.5,0.42395383048055985,52.0,12.0,1.092070128,0.091005844,41.0,83.0,79.76002491724451,2263,50.030932390631904,44.22448077772868,1.312417145382236,1.5510384445426424,0.7954043305346885,0.7556341140079541,9.109801744923766,0.34031096374881215,1.4206211793724675,0.7616113931065603,10.459566946531153,1184.7468132439108,502.2779496243924,2.06805125939019,0.4772425983208131,0.043431865452938576,1.6305788775961112,3.300927971718957,Real Madrid,Right Center Back,La Liga,2015/2016
Raúl Albentosa Redal,1076.0,766.0,0.7118959107806692,72.0,52.0,16.0,15.0,0.9375,209.39138735124087,15.26962588667191,53.371377254568465,23.297387025325513,30.07857142857143,204.0,28520.73676913228,18960.1,0.6647829666350111,55.0,17.0,1.6249732620000001,0.09558666247058824,72.0,123.0,78.61247205807642,2644,36.62632375189107,26.074130105900153,2.4508320726172466,1.7700453857791227,0.5446293494704992,0.510590015128593,7.127543442364477,0.5197679008322511,1.816726154656264,0.7930275462478428,6.944024205748866,970.8268945619914,645.3891830559758,1.872163388804841,0.5786686838124054,0.055313008161875954,2.4508320726172466,4.1868381240544625,Málaga,Right Center Back,La Liga,2015/2016
Raúl García Escudero,972.0,604.0,0.6213991769547325,93.0,52.0,126.0,124.0,0.9841269841269841,624.4394990759547,196.77099638177097,188.76440797633103,73.38595591398455,62.482142857142854,57.0,16868.71645918292,8841.1,0.5241121943920707,52.0,79.0,5.3487873304999995,0.06770616874050632,229.0,131.0,49.36091004475178,2445,35.779141104294474,22.233128834355828,3.423312883435583,1.9141104294478528,4.638036809815951,4.564417177914111,22.985503033470724,7.243104161292184,6.948383115693167,2.701323530576118,2.098159509202454,620.9343481907823,325.439263803681,1.9141104294478528,2.9079754601226995,0.196887877196319,8.429447852760736,4.822085889570552,Athletic Club,Center Attacking Midfield,La Liga,2015/2016
Raúl Lizoáin Cruz,295.0,173.0,0.5864406779661017,4.0,16.0,5.0,5.0,1.0,1.4621171572600098,0.0,0.0,0.0,0.0,73.0,12763.27933369575,10910.6,0.8548430003561408,14.0,0.0,0.0,0.0,0.0,0.0,110.70645439228613,731,36.32010943912449,21.299589603283174,0.49247606019151846,1.9699042407660738,0.615595075239398,0.615595075239398,0.1800144242864581,0.0,0.0,0.0,8.987688098495212,1571.402380345578,1343.3023255813953,1.7236662106703147,0.0,0.0,0.0,0.0,Las Palmas,Goalkeeper,La Liga,2015/2016
Rene Krhin,537.0,411.0,0.7653631284916201,27.0,33.0,21.0,21.0,1.0,195.11839230010335,18.22770660445658,42.93569719479297,18.6712462910169,37.641975308641975,43.0,10036.557440330562,5151.7,0.5132935302396201,27.0,8.0,0.517734972,0.0647168715,18.0,68.0,68.2639201811365,1504,32.1343085106383,24.59441489361702,1.6156914893617023,1.9747340425531916,1.2566489361702127,1.2566489361702127,11.675967624341292,1.090753719681577,2.569290390645856,1.1172953232656389,2.5731382978723403,600.5918681048873,308.27992021276594,1.6156914893617023,0.4787234042553191,0.030981481037234037,1.077127659574468,4.069148936170213,Granada,Right Defensive Midfield,La Liga,2015/2016
Ricardo Jorge Luz Horta,299.0,231.0,0.7725752508361204,19.0,28.0,34.0,33.0,0.9705882352941176,153.38627979610592,46.1009597878216,31.957234685816232,21.36002661422199,53.96666666666667,17.0,5068.970132285386,1695.5,0.33448609002467533,28.0,18.0,1.1183640359,0.06213133532777778,56.0,3.0,50.46057877340655,799,33.67959949937422,26.02002503128911,2.1401752190237797,3.1539424280350437,3.829787234042553,3.7171464330413015,17.27755341883546,5.192849037426714,3.59968851279532,2.4060105072340163,1.9148936170212765,570.972855952046,190.98247809762202,3.1539424280350437,2.027534418022528,0.12597342081476848,6.307884856070087,0.3379224030037547,Málaga,Left Midfield,La Liga,2015/2016
Ricardo Miguel Moreira da Costa,453.0,369.0,0.8145695364238411,15.0,11.0,7.0,6.0,0.8571428571428571,74.1223661485646,4.23239288543097,6.258607664218655,5.421373336814075,27.389599999999998,108.0,11826.091909905868,5775.5,0.4883692807395043,16.0,9.0,0.774594651,0.08606607233333334,39.0,39.0,77.15160585749905,1295,31.482625482625483,25.644787644787645,1.0424710424710424,0.7644787644787645,0.4864864864864865,0.416988416988417,5.151361353954297,0.29414313489481647,0.43496115040901845,0.37677498093688555,7.505791505791506,821.8905574451954,401.3861003861004,1.111969111969112,0.6254826254826255,0.05383283288803088,2.7104247104247103,2.7104247104247103,Granada,Left Center Back,La Liga,2015/2016
Ricky van Wolfswinkel,170.0,116.0,0.6823529411764706,6.0,12.0,24.0,22.0,0.9166666666666666,117.60724416689827,48.36828962059716,17.234041558697925,14.272164166164982,65.92763157894737,4.0,2157.8594360621273,676.1999999999999,0.3133661019338663,11.0,15.0,2.11123673,0.1407491153333333,65.0,28.0,44.41152480926284,661,23.14674735249622,15.794251134644478,0.8169440242057489,1.6338880484114977,3.2677760968229954,2.995461422087746,16.01308922090899,6.585697527766634,2.3465412107153,1.943259871338651,0.5446293494704992,293.80839522782367,92.0695915279879,1.497730711043873,2.042360060514372,0.287460371709531,8.850226928895612,3.8124054462934946,Real Betis,Right Center Forward,La Liga,2015/2016
Robert Ibáñez Castro,200.0,159.0,0.795,4.0,38.0,49.0,48.0,0.9795918367346939,122.05271452863921,33.39446204585126,22.751517197389962,23.583399982414942,43.86388888888889,7.0,2782.1562702501724,951.7,0.34207280524699746,32.0,10.0,0.576243653,0.0576243653,55.0,7.0,50.285966733342896,733,24.556616643929058,19.5225102319236,0.49113233287858116,4.665757162346521,6.01637107776262,5.893587994542973,14.98600860515352,4.100275012451042,2.793501429420323,2.8956425626430353,0.859481582537517,341.6017248601849,116.85266030013642,3.9290586630286493,1.227830832196453,0.07075297240109141,6.753069577080492,0.859481582537517,Granada,Right Wing,La Liga,2015/2016
Roberto Antonio Correa Silva,283.0,223.0,0.7879858657243817,17.0,17.0,4.0,4.0,1.0,70.4285230939632,6.673897403672006,14.68912158555742,12.11619090210906,29.08888888888889,19.0,4978.096098021218,2252.0,0.4523817852562479,18.0,0.0,0.0,0.0,3.0,10.0,63.84463751207095,504,50.535714285714285,39.82142857142857,3.0357142857142856,3.0357142857142856,0.7142857142857142,0.7142857142857142,12.576521981064856,1.191767393512858,2.623057425992396,2.163605518233761,3.392857142857143,888.9457317895032,402.14285714285717,3.214285714285714,0.0,0.0,0.5357142857142857,1.7857142857142856,Espanyol,Right Back,La Liga,2015/2016
Roberto Canella Suárez,337.0,245.0,0.7270029673590505,19.0,12.0,4.0,4.0,1.0,74.28561895761351,7.004765762791808,15.22513488273713,4.609269477561475,32.22794117647059,26.0,6800.067480626057,3723.2,0.5475239783439941,16.0,0.0,0.0,0.0,7.0,4.0,67.98506101762935,729,41.604938271604944,30.246913580246915,2.345679012345679,1.4814814814814816,0.49382716049382713,0.49382716049382713,9.171064068841174,0.864785896640964,1.8796462818193989,0.5690456145137623,3.2098765432098766,839.5145037809946,459.65432098765433,1.9753086419753085,0.0,0.0,0.8641975308641976,0.49382716049382713,Sporting Gijón,Left Back,La Liga,2015/2016
Roberto José Rosales Altuve,1715.0,1238.0,0.721865889212828,149.0,97.0,76.0,71.0,0.9342105263157895,408.98866645078164,74.2511176168519,96.0966412873341,69.95966220235458,33.84493243243244,199.0,36956.21174796225,19972.0,0.5404233565985358,90.0,18.0,0.45891776500000003,0.025495431388888892,54.0,61.0,62.60985369583143,3176,48.59886649874055,35.08186397984887,4.222292191435768,2.7487405541561714,2.1536523929471034,2.0119647355163726,11.589729213025928,2.1040933833490776,2.7231415981927167,1.9824841304193679,5.639168765743073,1047.2478140165624,565.9571788413098,2.5503778337531484,0.5100755667506297,0.013004596615239295,1.5302267002518892,1.728589420654912,Málaga,Right Back,La Liga,2015/2016
Roberto Lago Soto,670.0,532.0,0.7940298507462686,38.0,38.0,26.0,26.0,1.0,158.12563241550075,9.957389502453864,28.68982408367404,12.819785894705847,32.85609756097561,42.0,11755.843120314816,6278.1,0.5340408115136429,33.0,4.0,0.10069657100000001,0.025174142750000003,23.0,17.0,66.99961998122866,1402,43.00998573466477,34.15121255349501,2.4393723252496433,2.4393723252496433,1.66904422253923,1.66904422253923,10.150718200709749,0.6392047469478229,1.8417148127893463,0.8229534454518732,2.6961483594864477,754.6546938861152,403.0164051355207,2.118402282453638,0.25677603423680456,0.006464116540656206,1.4764621968616263,1.0912981455064195,Getafe,Left Back,La Liga,2015/2016
Roberto Román Triguero,1294.0,1009.0,0.7797527047913446,68.0,63.0,36.0,33.0,0.9166666666666666,432.8374139595647,45.26753525156686,77.81802224524498,51.66311762951284,35.791935483870965,96.0,25501.008303703537,12914.6,0.5064348768563948,57.0,12.0,0.684320841,0.05702673675,37.0,61.0,70.16480049664925,2635,44.197343453510435,34.46299810246679,2.3225806451612905,2.1518026565464896,1.2296015180265654,1.127134724857685,14.783820590649267,1.5461397239624355,2.6579210634049515,1.7645846628676114,3.2789373814041745,871.0021811511645,441.1058823529412,1.9468690702087288,0.4098671726755218,0.023373387358633774,1.2637571157495255,2.0834914611005693,Rayo Vallecano,Left Back,La Liga,2015/2016
Roberto Soldado Rillo,818.0,548.0,0.6699266503667481,44.0,46.0,170.0,162.0,0.9529411764705882,290.9766841309286,136.997685966637,71.49994915979647,38.32215565739816,59.745222929936304,36.0,13190.387400828035,4742.6,0.3595497126719933,48.0,41.0,4.949580899,0.12072148534146342,281.0,54.0,45.936112584279975,2303,31.966999565783762,21.41554494138081,1.7194963091619626,1.7976552323056882,6.643508467216674,6.3308727746417714,11.37121214580268,5.353795804167317,2.7941795155804092,1.4976092093642357,1.4068606165870603,515.4732375486423,185.33825445071645,1.8758141554494137,1.6022579244463742,0.19342695653929656,10.981328701693442,2.1102909248805903,Villarreal,Left Center Forward,La Liga,2015/2016
Roberto Trashorras Gayoso,2680.0,2190.0,0.8171641791044776,259.0,174.0,130.0,124.0,0.9538461538461539,529.9970443040611,71.31727020658946,152.7733689880224,141.4381036374281,44.4,524.0,62764.48426358641,24919.6,0.39703345438715587,172.0,33.0,3.2320223973,0.09794007264545455,36.0,39.0,66.75229553443526,3209,75.16360236833906,61.42100342785915,7.263945154253662,4.8800249298847,3.645995637270177,3.4777189155500157,14.864360856143813,2.0001727387326427,4.284700283241514,3.9667900677371546,14.696167030227485,1760.3002753888368,698.8980990962916,4.823932689311312,0.9255219694608913,0.09064568892396385,1.0096603303209724,1.0937986911810533,Rayo Vallecano,Right Defensive Midfield,La Liga,2015/2016
Rodrigo Javier De Paul,279.0,194.0,0.6953405017921147,24.0,60.0,30.0,29.0,0.9666666666666667,121.1571318777438,20.96940665659223,26.975605470256337,22.972916125563174,60.8,44.0,6306.0204545281695,2640.4,0.41871097929979056,54.0,10.0,0.522683042,0.052268304200000004,26.0,5.0,56.96949813644889,536,46.84701492537314,32.57462686567164,4.029850746268656,10.074626865671641,5.037313432835821,4.869402985074626,20.343548263053993,3.5209824609949636,4.529485993140057,3.8573926330236676,7.388059701492537,1058.8467181110732,443.35074626865674,9.067164179104477,1.6791044776119401,0.087763943619403,4.365671641791045,0.8395522388059701,Valencia,Left Wing,La Liga,2015/2016
Rodrigo Moreno Machado,523.0,367.0,0.7017208413001912,20.0,73.0,83.0,78.0,0.9397590361445783,255.0450350034727,73.15156412125062,63.96371807372636,46.2025347457991,61.75487804878048,25.0,8809.758869884583,2896.1,0.3287377149333875,73.0,38.0,4.3710106314,0.11502659556315789,192.0,28.0,47.202684733047235,1430,32.91608391608391,23.097902097902097,1.2587412587412588,4.594405594405594,5.223776223776223,4.909090909090909,16.051785419798982,4.603944595043745,4.025688550094666,2.907851837148195,1.5734265734265735,554.4603484542745,182.27202797202796,4.594405594405594,2.3916083916083917,0.275098571206993,12.083916083916083,1.7622377622377623,Valencia,Right Wing,La Liga,2015/2016
Roger Martí Salvador,130.0,78.0,0.6,7.0,11.0,33.0,32.0,0.9696969696969697,107.20113511676612,47.49963070715795,28.6308995327134,17.242806930801347,71.70227272727273,5.0,1891.7107210520714,555.0000000000001,0.29338523793497234,16.0,21.0,1.885506334,0.0897860159047619,91.0,15.0,43.966146706275936,684,17.105263157894736,10.26315789473684,0.9210526315789473,1.4473684210526314,4.342105263157895,4.2105263157894735,14.105412515363964,6.249951408836572,3.767223622725447,2.2687903856317564,0.6578947368421052,248.90930540158834,73.0263157894737,2.1052631578947367,2.763157894736842,0.24809293868421053,11.973684210526317,1.9736842105263157,Levante UD,Left Center Forward,La Liga,2015/2016
Roque Luis Santa Cruz Cantero,174.0,138.0,0.7931034482758621,7.0,8.0,29.0,28.0,0.9655172413793104,51.49358363861216,26.492264556957277,17.08465378968978,3.294693144467539,77.36538461538461,1.0,2456.8419105901353,722.9000000000001,0.2942395263138274,12.0,5.0,0.842962184,0.1685924368,50.0,33.0,44.77509471086648,483,32.422360248447205,25.71428571428571,1.3043478260869565,1.4906832298136647,5.403726708074534,5.217391304347826,9.595077696635805,4.936446811855394,3.1834758614328784,0.6139179772299762,0.1863354037267081,457.7966293025097,134.70186335403727,2.2360248447204967,0.9316770186335404,0.15707369888198758,9.316770186335404,6.149068322981367,Málaga,Left Center Forward,La Liga,2015/2016
Roque Mesa Quevedo,2074.0,1802.0,0.8688524590163934,148.0,214.0,137.0,137.0,1.0,586.442930473331,78.06950185356855,175.73438415072172,118.3341047751793,44.651785714285715,197.0,38098.02599548039,12897.1,0.33852410100014096,243.0,33.0,1.8010881026,0.054578427351515156,53.0,27.0,64.64135300885906,2883,64.74505723204994,56.25390218522373,4.620187304890739,6.68054110301769,4.276795005202914,4.276795005202914,18.307271502809503,2.4371332524527123,5.4859849370672755,3.694092760931716,6.1498439125910505,1189.3244327413233,402.6149843912591,7.585848074921957,1.0301768990634756,0.05622543504474506,1.6545265348595213,0.8428720083246618,Las Palmas,Right Defensive Midfield,La Liga,2015/2016
Rubén Blanco Veiga,228.0,131.0,0.5745614035087719,3.0,8.0,5.0,5.0,1.0,1.1007803036279273,0.0,0.0,1.6543572178568962,4.199999999999999,53.0,10562.423872323781,9168.4,0.8680204573141136,7.0,0.0,0.0,0.0,0.0,0.0,108.08010379372234,735,27.918367346938776,16.040816326530614,0.3673469387755102,0.9795918367346939,0.6122448979591837,0.6122448979591837,0.13478942493403193,0.0,0.0,0.2025743532069669,6.489795918367347,1293.358025182504,1122.6612244897958,0.8571428571428572,0.0,0.0,0.0,0.0,Celta Vigo,Goalkeeper,La Liga,2015/2016
Rubén Castro Martín,1022.0,735.0,0.7191780821917808,35.0,86.0,158.0,152.0,0.9620253164556962,206.52423694690725,115.15739217526084,62.0441750075936,73.8525002013114,71.44811320754717,45.0,15008.52202842505,4527.6,0.30166861143456064,85.0,103.0,16.6175140786,0.16133508814174757,408.0,44.0,44.55710685434584,3481,26.42344153978742,19.00316001149095,0.9049123814995692,2.2234989945417984,4.085033036483769,3.929905199655271,5.339609688371633,2.9773528571598606,1.6041297761227877,1.909429766767603,1.1634587762137316,388.0399260437387,117.05946567078426,2.1976443550703824,2.6630278655558746,0.4296398354133869,10.548692904337834,1.1376041367423155,Real Betis,Center Forward,La Liga,2015/2016
Rubén Duarte Sánchez,871.0,628.0,0.7210103329506314,45.0,46.0,27.0,26.0,0.9629629629629629,241.11853471164946,39.815803788940116,49.04539883358775,22.58845305544139,38.32125603864734,64.0,17706.330474464048,9717.6,0.5488206612891733,38.0,10.0,0.388189417,0.0388189417,33.0,27.0,65.17743088471977,1925,40.72207792207792,29.361038961038957,2.103896103896104,2.150649350649351,1.2623376623376623,1.2155844155844155,11.273074350155039,1.8615180992231743,2.2930316337781282,1.0560835194751819,2.9922077922077923,827.8284377671503,454.32935064935066,1.7766233766233768,0.4675324675324675,0.018149115599999998,1.542857142857143,1.2623376623376623,Espanyol,Left Back,La Liga,2015/2016
Rubén García Santos,464.0,309.0,0.665948275862069,21.0,64.0,64.0,61.0,0.953125,240.54742635168913,76.80403045034336,62.50884166127496,37.32517560225314,55.87820512820513,39.0,8618.384170704026,3139.7,0.3643026277097974,57.0,16.0,0.719388785,0.0449617990625,75.0,11.0,49.763385974484905,1076,38.81040892193309,25.845724907063197,1.7565055762081785,5.353159851301115,5.353159851301115,5.102230483271375,20.12013789186991,6.42412894101385,5.228434711444931,3.1219942418241473,3.262081784386617,720.8685644640914,262.61431226765797,4.767657992565056,1.3382899628252787,0.06017192439591078,6.273234200743494,0.9200743494423792,Levante UD,Left Midfield,La Liga,2015/2016
Rubén Gracia Calmache,417.0,298.0,0.7146282973621103,24.0,45.0,38.0,38.0,1.0,145.05838320592204,24.754486341133948,34.449966400619594,21.31439154288006,50.191803278688525,42.0,7698.386026064454,3051.1,0.3963298267545794,45.0,10.0,0.430105804,0.0430105804,33.0,9.0,53.45373359563478,904,41.51548672566372,29.668141592920357,2.3893805309734515,4.480088495575221,3.783185840707965,3.783185840707965,14.44165319527985,2.46449532157307,3.4297532920970837,2.122008007587617,4.18141592920354,766.4322371081868,303.75995575221236,4.480088495575221,0.995575221238938,0.04282026809734513,3.2853982300884956,0.8960176991150443,RC Deportivo La Coruña,Left Wing,La Liga,2015/2016
Rubén Iván Martínez Andrade,413.0,228.0,0.5520581113801453,17.0,15.0,22.0,22.0,1.0,0.0,0.0,0.0,0.0,7.3,146.0,20949.893629611044,18516.8,0.88386128957848,13.0,0.0,0.0,0.0,0.0,0.0,108.31749295772897,1396,26.626074498567338,14.699140401146133,1.0959885386819483,0.9670487106017192,1.4183381088825215,1.4183381088825215,0.0,0.0,0.0,0.0,9.412607449856733,1350.6378414505687,1193.7765042979943,0.83810888252149,0.0,0.0,0.0,0.0,Levante UD,Goalkeeper,La Liga,2015/2016
Rubén Pardo Gutiérrez,1185.0,900.0,0.759493670886076,116.0,60.0,37.0,37.0,1.0,385.80787730886203,80.889978861212,85.21273230284274,77.97970231299718,54.477064220183486,195.0,27795.676237051375,11626.6,0.4182880783631323,75.0,37.0,1.9191028093,0.05186764349459459,41.0,26.0,61.12433137152132,1842,57.89902280130293,43.97394136807817,5.6677524429967425,2.9315960912052117,1.8078175895765471,1.8078175895765471,18.85054775124733,3.952279097453355,4.163488548998831,3.810083174902142,9.52768729641694,1358.09493014909,568.0749185667753,3.6644951140065145,1.8078175895765471,0.09376723823941369,2.003257328990228,1.270358306188925,Real Sociedad,Left Defensive Midfield,La Liga,2015/2016
Rubén Rochina Naixes,1327.0,882.0,0.6646571213263,168.0,125.0,132.0,130.0,0.9848484848484849,362.3163243294099,92.50223087521184,100.71752525784551,89.1527172517348,49.15593220338983,200.0,32106.17755863615,16002.5,0.49842432880009824,114.0,78.0,3.5993366078,0.046145341125641025,71.0,52.0,58.20394143230088,2538,47.05673758865249,31.27659574468085,5.957446808510638,4.432624113475177,4.680851063829787,4.609929078014185,12.848096607425884,3.280220953021696,3.5715434488597695,3.161443874174993,7.092198581560284,1138.5169347034096,567.4645390070922,4.042553191489362,2.7659574468085104,0.12763604992198582,2.5177304964539005,1.8439716312056735,Granada,Center Attacking Midfield,La Liga,2015/2016
Rubén Salvador Pérez Del Mármol,1404.0,1062.0,0.7564102564102564,137.0,70.0,72.0,70.0,0.9722222222222222,455.6392970260398,24.189215309166524,104.060095968881,48.04960166847733,41.996498054474706,247.0,32959.13498639908,16173.2,0.4907046257941549,74.0,17.0,0.7926000807,0.04662353415882353,11.0,53.0,67.92483155021691,2545,49.650294695481335,37.55599214145383,4.844793713163065,2.475442043222004,2.5461689587426326,2.475442043222004,16.112981034319677,0.8554142938408594,3.67992480832978,1.6992000590031275,8.734774066797643,1165.5489779080226,571.9402750491159,2.6168958742632613,0.6011787819253438,0.028029079474656188,0.3889980353634578,1.87426326129666,Granada,Right Defensive Midfield,La Liga,2015/2016
